EnDASH 569816.5413675142 1598.4137233294982
BOLA 901707.724746839 195.98995911143123
Pensieve 916068.4871629915 158.244200977253
F-MPC 981609.0088157398 0.0
R-MPC 937859.2970456667 103.17711067946668
