0	3.6357432818753574
2	-7.936252816944186
3	1.9909524930675455
4	1.931104984360954
5	2.3691143798360526
6	3.0745047865116435
8	3.5976895902632733
9	0.9929998010437551
11	3.0061199640807876
12	1.2413458850776662
13	1.021989354624085
15	2.0268147911647754
16	3.4977660695468913
17	-1.3976750058960101
18	-0.8687252749804871
19	-0.20431954407101605
20	1.2511184210526314
21	2.3555507497116492
22	2.971769505354411
23	-0.8264285731281311
24	1.9834573538439109
26	3.6817748926558274
27	2.444881567614126
29	1.3765543416260806
30	3.6709401414524754
32	3.1161208845556025
33	1.959992428350085
34	2.301826046874446
35	-0.39235873033867874
37	0.2596716540173162
38	1.34415487714073
42	1.2445204248692248
43	1.9731950844854071
44	1.9596985189083527
48	1.0127171545677487
50	3.042331164206164
51	0.07828215776456676
52	0.557916531061764
53	2.452015236070511
54	1.0231851851851852
55	2.979668433834854
56	3.607029247109297
58	3.6972627695145857
61	2.2357701804368473
62	2.444177352749402
63	1.9934128651252037
64	3.708039003005446
65	2.3705664496510854
66	3.655500372906638
67	0.08072128975858917
69	1.8147601623873928
70	0.7678751747706916
71	1.3536261138388799
72	-21.16002770445753
73	2.380468253968254
75	1.9680787109952833
77	2.98805556796355
78	1.2244976251370114
79	3.483475150778437
80	2.3918140174072375
81	1.2535513346588265
82	2.375192476038697
83	2.3412253056389862
84	3.46460279026865
85	2.348579414113395
86	1.9392719750241432
87	1.344988121831011
88	3.6708864602307227
93	0.05264704839430523
95	1.3732312925170067
96	0.06492296451017726
97	0.10972008481353557
98	3.641796851796852
99	2.001386861313869
100	0.03873028429682912
101	2.0409129901960785
102	2.079105220883534
