3	0.2
4	0.26359832635983266
7	0.15690376569037656
19	0.2354014598540146
20	0.21717171717171718
39	0.16736401673640167
40	0.148
41	0.22445255474452555
46	0.13179916317991633
51	0.244
52	0.2924731182795699
55	0.232
56	0.15913978494623657
58	0.12258064516129032
59	0.18855218855218855
62	0.252
65	0.2803347280334728
67	0.168
68	0.20202020202020202
69	0.2709832134292566
70	0.19160583941605838
71	0.16129032258064516
72	0.19865319865319866
80	0.13189448441247004
82	0.23980815347721823
84	0.1936026936026936
87	0.14388489208633093
88	0.142
89	0.176
94	0.15693430656934307
95	0.194
96	0.2645161290322581
97	0.21342925659472423
98	0.19160583941605838
100	0.244
