#2kb-http 2kb-quic 4kb-http 4kb-quic 8kb-http 8kb-quic 16kb-http 16kb-quic 32kb-http 32kb-quic 64kb-http 64kb-quic 128kb-http 128kb-quic 256kb-http 256kb-quic 512kb-http 512kb-quic
3610845.958231586 385334.54886970005 444078.2745544734 435604.0772026049 423044.0251968795 337978.5263382869 389174.1096434144 382293.4364756177 300147.41207404854 261206.9173497314 323120.09196782735 330593.13335642917 267121.05798373325 269327.06750143174 243554.02731986815 220096.2480312845 268185.2578992669 291352.56146924774
3451218.9562956365 381557.4487607548 403254.4681383575 392249.5273383888 445527.76495879825 425599.99672674364 252440.61859441697 248883.4375620169 320280.0325385956 333638.2761560055 301058.57905706 324268.07195807877 269641.92196887016 271226.16127923917 251618.39763463262 263613.76062224957 253268.42913095828 250792.05950907644
3440730.068612159 384770.27828747453 553956.8416915218 381363.72084337496 559377.2819682698 446647.16275352414 248532.846714508 260580.79431279394 320152.5787906445 320988.49932063435 287529.0249389768 307237.94539691595 318325.8616282526 321233.81287289987 231571.96053595506 250029.7995717887 342519.31994670373 319604.04853616346
501550.71486814454 477185.01548453275 650180.9433366675 481885.73239957035 337630.0062236642 278703.48548675474 268437.8178275264 256458.65897381626 302753.55661215767 321095.2632006293 288007.60380611767 293403.77181574167 287316.20098178316 289627.25078860193 241696.4685330055 223035.23566362422 281638.0029221264 316599.20203587477
3461773.221611665 470561.8716617967 396177.87620186736 304051.57691542094 349823.17439941294 272549.99077308824 334219.1613966072 334731.52634173346 302684.1019109951 315196.61932769575 338146.8852017874 346812.9543337591 327936.4159326369 331288.5759508693 237210.99282313985 246229.78252658143 227600.78107203246 247989.71613498157
3229671.9772018604 324833.87856070144 337984.0147353074 326232.2142838461 365374.58870811644 264032.53300243366 338071.4795950766 327718.1938180368 355418.8305654307 367805.9161447445 251249.50330753115 255518.15774347686 254203.97880390246 257111.26055762183 253071.00418437505 284809.61098149535 247496.865633605 242217.17983991996
3399399.659823916 382668.84083455184 358616.0995137995 385795.2977819964 348792.8304385393 310338.33885028015 341612.4779291369 331184.3997780545 323391.8646807665 342327.02636803756 250953.1970070633 254654.09279640406 286219.43556114065 289077.5013951165 270521.1896245368 277564.88160982844 217065.67806249313 220557.25676352344
3430303.532938838 325235.9542454468 445869.0901553903 358067.2991129072 447543.5118577869 363403.99245005264 309500.7268584624 314971.64332224365 322721.0913600029 334263.45586931007 241361.84262913 255160.31428633118 320993.0270394335 324125.70807196933 382465.8334163692 261392.5583857675 261332.19602358458 277682.51209402655
3548588.2213072814 480237.6019514155 445638.6889149707 433194.15128455317 447257.8339575054 367027.1963521437 314937.7738370894 309381.76515848 299907.2592905707 315718.09200929635 253182.44466799157 246325.2692184531 326030.0030666243 329400.26833866036 328327.20338825864 354552.86725743033 204546.37629742207 204691.54404574668
3364041.5933586876 437825.4315449571 311673.28996246826 431392.9354389904 446071.40721212217 351431.97962831106 371511.69222966325 374072.7271835187 286246.1270759477 298117.18347545766 257449.04096294544 261816.28031617287 269897.45997705427 270832.3437744082 365398.54265142133 330923.55688209593 214052.45429777278 232090.72158769408
3419939.997968535 472890.8794917849 488833.472277316 432471.8650855599 422045.97670961963 348535.43850669067 372604.0308803647 342343.65495013614 286761.25408747065 300466.86158071616 267408.19075904315 272928.51716351154 415508.87079515745 419725.93791917973 318621.27757061366 386834.0685312283 243929.7304319651 228557.48000313286
3445967.14151038 382808.23850711924 492293.63488109753 436658.25109643413 496897.35070163815 402813.73887124733 334724.57458197494 329306.891665072 339386.76859111787 352605.6275962504 264665.63063433254 268871.7723509136 333689.1601156081 336986.9139986217 300676.2758257304 317617.9861667669 188748.14807512678 215815.03777765992
2704898.165991263 382181.82025271014 368043.69975109416 350033.7331143044 384242.75403225975 310338.33885028015 283085.79044699715 283636.4269948022 270032.41818384145 271215.150492863 270702.105478955 269458.29813805624 270738.4318747427 273519.1601919714 272149.8700904349 272141.8874147204 255687.4574803156 256673.91637219605
407194.23037912993 389043.1292245856 401004.3737723261 393364.928673822 386059.96494752256 312301.16782165505 287508.00948701904 278991.22581749526 272691.1980374387 281936.0932293735 276720.74602590065 276372.78350218065 241778.35716596842 244256.6793680823 230154.6224663621 225076.35598895748 243486.51998013476 247273.75619413925
345596.0892038127 326498.91803880216 336270.76125310274 356284.34111376404 337833.4942519888 270493.6854574018 274170.1071097711 249249.47694368198 249342.34382460595 248775.94025809 239767.06286793813 244439.72402383844 219727.4368870081 219343.77692592912 249712.3229335227 254456.87721550683 257734.90709063565 260742.99798531906
347879.5224576383 313684.5230683361 364035.45528802514 321979.98571222974 337914.9625858032 279146.91926371225 251126.97794536682 224004.25139974643 225499.91462434956 224708.8704507945 215111.77129537222 219473.59266972574 252352.16671290775 255316.53908133865 229296.72444417982 231231.4086677785 282095.60483767174 287433.05396006536
348361.2920515293 327925.10946915665 312690.35011298786 304363.7701310779 310889.26003561204 244819.19204445573 248883.09159446578 225454.2956574928 215527.66244941868 224518.2737544774 249910.68247090935 254636.2976104167 258954.1244744324 259433.43979011534 261989.71258959512 251479.19061301867 257288.9947513329 259972.373763231
3409638.8944133963 320524.5447870576 298863.3268499971 356284.34111376404 362273.25596583757 299288.61773289123 289105.2210785634 264228.88402677746 252178.89922477756 262064.06484137118 251389.74912034636 258925.46962418372 234904.0719855567 233743.8010459133 271038.4839429619 282918.70241380617 277582.7869679582 280780.2927588628
3520995.297814651 320720.16699122277 256117.8405767274 350063.26646723953 367193.64190299204 277465.59455267014 263759.13628019666 268151.04812127264 255683.7996216823 262304.90740769467 238121.62306801282 224377.74521225522 271961.02368338784 278475.7706622125 281461.7102102437 272168.44125439913 274704.53236232116 276516.13631342567
346389.231929745 380728.13604630873 368830.72931878944 328999.52113009134 366809.18029197585 287637.7853210171 296303.5675445761 264245.8723738741 217030.85198448625 224278.94956355364 222326.28905911415 254647.17192057305 251184.27185421475 250512.48012443245 258501.28330766442 257464.70904181164 281695.481249311 283979.0340265892
411038.48714798526 320818.0790651238 370860.9253000921 356651.77362386155 352403.704121602 224772.39305371867 257037.12858516237 230606.2899010641 223002.7109313988 232605.76860253772 292022.7035231345 296032.3513485081 303463.8658658829 299380.12988016306 250841.8377610922 256987.01830961733 345071.32599424163 346459.54405055725
347186.0111574471 281429.9167337248 338010.50277277804 300942.7121703853 311361.27943773556 259888.43078123408 256834.32100299653 302649.26216469385 295170.4261878367 306387.62643475184 231969.8011816113 236900.93946866284 274435.04499359557 281075.3689838934 268942.4847289641 245389.1271009516 303071.24083239445 303978.6380464685
344964.1976546649 322838.2744324847 311448.1773531476 434463.99307436077 332135.09501346207 322512.51512803626 334360.5240520058 306978.39531944273 234153.71767827368 241802.52374642208 265804.00524152536 271914.7333929537 258531.39829400936 261773.9066564637 307860.377325441 309770.8970698631 257465.43031543872 263207.5902745917
3537500.089364769 388971.1369788276 445684.76083712955 391435.5805326437 350523.20186707133 322941.9595516802 269772.65760478715 242925.3298110492 234037.4203402809 241088.54551285593 312422.19499810785 321492.99078415637 251417.56303675138 253221.096991729 272179.232719653 266106.98273036844 318718.0450021753 323445.9181853242
3374068.619509959 325790.4642565254 316500.29057434946 330940.98817112646 269746.5503979107 261852.5910973713 274637.28570542875 237187.6265278625 266491.6178862594 278057.33427297685 280561.6952738599 267307.0418656269 253882.9844659159 255819.62476392696 314700.8409719151 315167.33801347035 336867.8901903137 338472.93927019165
2676122.439763063 384137.42761505046 331666.7937648452 321182.5677188758 270041.10942042683 310314.98397304513 310426.7176036968 277414.0200766668 314904.6267004099 326922.31114999333 262368.6720046253 260521.59134948673 313874.6508375093 317738.8245682274 313631.6852271245 350613.9756103877 299605.5762216891 305509.07299617934
344649.1114986935 380039.7776356631 371244.0819943132 355917.66490275157 299547.5436314664 298865.5712592862 357210.48348553194 327672.4674765213 264184.34021691914 266331.821655441 258259.00146426307 263915.8250698153 208340.2759616937 210343.02429501878 314092.01205455104 295672.4914347442 294031.4815160587 306214.70842710254
3026738.4742256748 375625.4465666363 448279.4514876932 435421.2494858354 347452.3760571586 366195.9343064375 358003.9239371697 326877.5729563672 262158.14537443465 273074.4272187239 247531.38698270838 253282.30947407268 314033.060932171 316997.58025653596 303725.1074742503 329192.27369006426 248284.0431639466 250274.0946910622
3711475.481460955 384770.27828747453 447071.01661297923 433646.8237471497 364282.3107094026 348756.55813850346 303886.21481693664 272823.8324904095 258122.82882082908 266890.545829594 250364.58273421126 255186.1246907522 286567.4118803411 289114.4688717811 285105.12063317763 255573.24142418252 266084.88847711927 268829.1506961414
3359050.395792743 381211.4725209373 371276.04001615744 359743.4172039001 312274.83601236733 297560.62282344897 274238.0443845016 273213.78142936144 247594.2412380037 258018.11133776442 311306.90835886693 318240.7027494047 262920.7453094515 261069.78742325635 264871.9263682903 287054.624727172 298483.5275142869 298696.62307243526
3305110.16057636 314670.6536076097 404464.8749900139 251606.64690132957 299793.1963522845 287778.3227568708 298487.872540107 268971.4979602176 245738.59369621874 258430.50459211602 238045.76072613947 209879.7826092605 314293.9218338676 322998.36444432806 319892.4108056453 324014.918051373 287295.2326086896 299954.57868013857
3520995.297814651 318774.6362971807 371244.0819943132 349209.022896731 300833.66120116535 286687.7593558044 287478.1379048643 259621.91463892255 249946.95689028988 262265.08566998807 224808.87836337675 276294.7830200638 303345.370946552 292322.2683854768 303318.83959020814 318320.5495020503 308995.5256728789 304146.1449424039
3414781.6775762294 324482.8667552415 336822.3673596831 390257.6660245177 287119.2466805056 286249.86958239676 283802.03320914466 255724.59678180996 311643.7705906617 325292.6078032566 309807.8572061745 315953.5059824601 392101.23147920426 394827.64867273124 338897.1845494333 334936.9087384454 314249.8859986422 303167.7007404513
3599364.641771675 365438.1215987225 371596.0051275713 356070.36200900626 289053.9070241151 263290.6556905864 288186.7894414696 258922.6646286804 207170.08891421746 232841.7288442205 284503.38593661564 288357.71785436786 293357.94176133676 299229.1473626765 301869.8159920292 304566.40525480406 348803.54106610926 353323.91750017897
3430303.532938838 326448.1993843132 371467.9559072352 357358.1346201405 296452.99915304384 289282.58146555524 356191.1314484077 327992.8170489598 207460.6589718458 215242.66683343705 256096.3735792167 259819.8440724709 304499.18478945014 299827.82317220967 306373.1099969217 319345.23267765925 315345.8964934539 315613.58604381763
3369048.813080929 325840.9552023158 369020.1101784491 382382.7436305116 364867.2119141393 355799.1062804891 356137.64022619824 215743.4020063513 311458.38215853815 323197.80985958874 315466.5094669739 324163.9030427192 377442.56720246735 379126.5981108252 261416.71713515633 254463.79178629367 228395.6315733835 237159.7136581049
3409637.698828729 470351.3052396168 489721.74954081065 431707.0593412474 350903.5528985423 365384.61514384235 238571.53145402807 212780.5530561781 284328.9371657026 295346.1589843955 293767.060850517 289446.97451460914 243816.83195031187 244859.65944257987 246984.0331308465 247495.31344276352 256155.85037520397 259968.37806059243
3374068.619509959 618417.1747081944 310797.17595176614 302632.53605237236 240050.24920023544 236302.15459830614 355580.782922057 322017.6304514935 268292.8809253746 295487.0765067039 286241.03210365144 294912.95257660066 276839.44622976775 269206.52782609075 259429.9230327998 263726.4486411848 226707.72283733013 230396.9234779179
3675324.4729727483 278779.84439415287 294817.446836929 293909.34950580704 239776.4203337681 349896.0419898562 354578.270972033 298711.6823353853 258001.6894400422 266524.295400136 388175.2165651612 394672.3944013661 321552.7798108394 324349.3942016157 266338.1624418542 268602.1317796895 250608.1178822321 249489.4531681395
3022696.4638483077 280378.81661013863 497749.05684107536 387995.52245937433 365438.11050451256 350714.5289719918 322593.808932227 293181.8590240868 317774.5659927123 328515.80909447593 292857.7155728798 297747.07110963314 313970.72899419314 320221.83783952135 279313.2412856245 288484.0722898575 270593.2243614376 275046.80336503446
3349112.301566647 382877.9510781691 490501.6558984457 265957.44953395 336158.6438745834 322853.45045164094 293703.44872465584 268857.12452077115 287308.26479782606 318472.01767139946 292611.39835333714 299929.58004980034 321451.2193189843 315077.34753416124 289606.75549849076 288880.7358492592 363088.48042263224 342859.0858132406
3389221.738486559 383646.6478290997 446700.5109358405 385401.1957350044 335153.66697052424 322109.37434846413 294109.311188475 297953.70876681583 287100.70481124875 301081.4825167887 331204.3195718899 364824.12629382254 345519.0947232999 354905.67544111825 310861.3433727823 302265.95715090155 351082.251385029 339544.73872954166
3430303.532938838 380246.0236603614 400929.8024232702 354186.2237862344 287955.0671286334 283066.14787857287 364889.22121494525 334384.28086803574 385334.2840071737 399685.8335921323 373719.7485499556 380685.6765795726 319264.0561472371 328166.1766198111 275961.66681802 283612.7636668871 314344.9952361151 326255.4148617269
3663430.129392041 324884.07341599866 399851.63481057365 326488.8637201651 381297.89969430777 349184.8390940702 328121.9122536066 292706.8115592683 294682.58099684893 346936.83404311223 238939.3394884903 243580.98333390662 299351.7730485243 305772.80935943156 319742.70633889124 323825.2380863103 252551.9735776435 274690.4687260991
3193228.656398259 374354.4135336846 446053.58275231445 483682.988928957 382268.7001647598 368965.0547427151 336747.9407083906 298072.5648440436 291580.1101131596 306742.675247849 252872.81155367574 257471.02063355068 307731.61325653153 300021.278659199 284832.4304385262 280683.8752118804 282357.4124900467 258086.23677142864
3622400.755691686 470667.23785723874 446145.88631740917 479990.73735842196 321394.4433403231 323562.87876151677 408841.2758317428 400531.14964294847 297491.81517889776 303492.3394337398 319471.57194537873 327080.06072460965 305061.66759943747 333468.9655065174 413046.8664897602 417110.10464477574 142304.21118275967 142831.26486659417
3409637.698828729 379148.62419694115 439775.61776052543 389342.3432771686 336145.2044149635 299614.8533702113 436696.0403876737 309399.23124846653 372207.1774640135 390847.71252482256 316741.4928969017 322989.04369207507 253270.29064846362 255558.37075495665 342762.8545180038 351862.2397027818 135509.41657859474 129796.47205274767
3404511.578386732 474492.10234730603 556746.2830324753 551275.2187202263 469589.5027951706 464327.9476697296 341471.9418596943 302576.8454537768 370918.046738254 386198.37679484714 319903.66839290527 327640.4651232851 245290.45679527178 250274.3670639726 312045.586195612 305833.2263191828 260930.08448325662 261507.5094124417
3651612.5240882053 902145.9046881299 642240.0825245555 546340.1887614093 350114.5104513279 348285.18228080525 342309.8335225419 313889.1013618908 238914.40070408073 249986.6716414803 299476.22502193897 305672.96873363503 260224.44829184422 256460.55599333468 341528.6924165211 333396.06230285275 243126.03192245468 248715.26081642727
3435507.676041131 608569.7758315455 446330.6080994168 379654.19863774796 350202.01033021737 338103.2412711421 334414.4079520637 391311.5927056138 254143.26301416405 260839.50570623434 353624.8256633133 357851.7219663434 270470.1553751926 270556.84854420915 234974.75268721956 232494.4203731688 240503.98420670003 245257.22247935424
3699346.3843318676 466903.5927646249 446515.48290881544 381083.569855277 350041.6301069213 337356.2970931576 417488.1816279512 387895.23574135214 320550.82049278024 264124.37326677487 323331.4156658284 330789.86927777604 267581.63589473086 269901.941327805 234907.6394435743 242270.57981865993 267382.1926235613 291076.63779697753
2936446.870101307 382112.34475154395 399296.22966471524 383939.31398988643 351402.179896649 424745.0297909171 283167.87851535116 252054.58362407057 320856.39519101614 334375.8274833328 310469.05830402265 313233.0467245959 269357.5753677235 272125.0646130933 253052.45328732475 254481.07988621108 253314.29832401453 250829.1304524848
3281159.901071932 464222.588972333 492574.81912809314 474937.0594763192 441619.8348567788 438011.25730854284 272760.1329307008 259490.7728336862 320965.67030232475 334856.8166519785 301086.15018036024 305396.86089283624 317925.0241394165 321485.0482114293 235132.06140082324 235557.29243941247 344148.91208392766 319283.52046992286
3693312.918475821 470456.57714734937 563071.2903326943 539732.0936047637 288964.49669794505 277148.5227467001 293334.98268778645 260341.44172494084 303101.3087849797 331572.24870360125 288338.50028172036 293460.21871473297 286706.9644822539 289989.14160837 236667.91149115912 240488.2406784442 280595.9801077004 316083.1404315877
3451218.9562956365 460762.8187222579 337825.13667585765 356009.26318019774 288607.41937157494 277297.6437120356 362119.3607933217 335120.4790548346 300319.57609742164 312362.0102181411 338683.3415578998 347422.8386478485 328002.778029529 331424.2240722658 230343.35261395664 235249.15142831067 227092.00432636004 247579.30442136832
3675324.4729727483 323583.75027708674 338302.2134155351 328817.0463537746 300178.5075784172 297517.6782589322 365983.2442980912 334826.9756983033 352023.9917330846 369046.54756452027 250276.9097194081 257587.30117911627 254203.4866108202 257282.27739313303 257106.7383008716 257228.03922176047 247205.9449326141 242362.9490567535
