#2kb-http 2kb-quic 4kb-http 4kb-quic 8kb-http 8kb-quic 16kb-http 16kb-quic 32kb-http 32kb-quic 64kb-http 64kb-quic 128kb-http 128kb-quic 256kb-http 256kb-quic 512kb-http 512kb-quic
97.00299989686906 86.98000008670985 89.9230000770688 88.01800007870793 94.97599989560247 86.27199992570281 89.93299989753962 86.81500000648201 93.06000002025068 90.08300002785028 92.0850001000017 83.7599999435097 97.26300008369982 89.23999992571771 87.16199995812774 87.9970000678748 96.38800002081692 92.06400011523068
89.91199991716445 87.9309999319911 84.95799998205901 87.69399993991851 92.02600005549192 85.72799990583957 92.04000007393957 85.26699989563227 85.16699989037215 86.31799998222291 91.27799991732836 86.44500004078448 89.37100008326769 89.74100003373623 85.3770000988692 88.4589999562502 99.6430000421852 91.64500000163913
94.0269999100417 87.88800006261468 93.15899999827147 87.01700000295043 88.90600003176928 88.15700002305209 90.91000008516014 84.38800010687113 90.07400005069375 84.07300005184113 93.26199989897013 87.13399998536705 90.38100004480779 86.57399990780651 93.5970000781864 87.17000003427268 85.65800003410875 89.92400008790194
92.94400001499056 86.9449999396801 87.40499991974235 87.06000007791818 92.97900002582371 86.87900005538762 93.98800006350875 90.07900000500679 85.92699994038045 91.57799999520182 93.37200007818639 94.02799992848932 88.09100001339614 87.88500003215671 87.37000003160536 88.68900001245737 87.82399995718896 88.76900009825826
94.95099989999831 92.1229999846071 90.88999995689095 89.08299998255075 98.82200007711351 87.96200005704165 99.08499991571904 89.07400010760128 87.95599992437661 88.49000009213388 88.15099998176098 88.02200007870793 92.80700005102157 88.65599999722838 92.34599998633564 86.57200011457503 83.5399999025315 83.5070000820607
94.91800003062188 88.07799989800155 95.96000007914007 87.7749999691993 87.01399991361797 88.10299989360571 87.95200006583333 92.10300002707541 90.76400010627508 91.54799996474385 90.19000010603666 88.0870000166148 88.23899993811548 86.78099996197224 88.39100007604063 82.18100007750094 94.45200005173683 88.85999990993739
92.83500006303191 92.21499990288913 97.94500008276106 90.71500008460879 94.01299992848932 91.15199991206825 91.82799992196261 93.71100001052022 95.40500004287064 88.6010000833422 86.04800007948279 88.62199993513525 86.28099999423326 86.6810001013875 88.8380000024885 85.48400009007752 90.10499997454882 89.6889999435395
96.10800003282726 87.04300009432436 85.72000011260808 87.06199995286762 92.01099991843104 86.97399996048212 92.13899992369116 89.38700004519522 88.95600000013411 88.51799999314547 89.00399999895691 90.11199992446602 88.3460000988841 88.68700001685322 86.62300004895032 86.58500008411706 84.95999989068508 86.09000006307662
93.93299991121889 88.92399995444715 88.91299992163479 89.11500004990398 96.0040000627339 88.7889999383539 93.05599991364777 86.63199995349348 88.97699993921816 88.44700000837446 85.10800009392202 86.91600008144975 90.47999995869398 82.5240001052916 94.87800000455975 90.53699990099669 85.62699989296496 87.76299996480346
97.02200007757544 85.79999990466237 90.89600010831654 85.10399993284047 97.02899999703467 89.49199990138412 97.20799989451469 89.52799996230006 87.06600002139807 85.78900008419156 89.01199999660254 89.76899993796647 86.41799996903539 85.38700006519258 84.93700003622472 88.42699992257357 85.64200006809831 87.6059998921901
95.95000005629659 89.04199994125962 90.76800003013015 89.74699995437264 91.02099993726611 88.73499992752075 89.10999999660254 85.7430000809729 92.93600003783405 90.4549999859333 89.88100008586049 88.8049999872595 86.22700003026426 90.68100009661913 89.03999999456107 86.45900005923211 85.5879999474436 84.83699989947677
89.06799991841615 84.13100001698733 89.85899991834164 84.1910000037998 90.13199996253849 85.53999999313056 92.05600011640787 88.49400000075995 95.20000011610985 88.53899992665649 87.0420000911057 86.62399995349348 87.21500005272031 87.72300001049042 91.80000000689924 86.41199990136921 89.5910001025796 87.31300006999075
94.01999992205202 84.12799995167553 98.95200006918608 85.3000000359118 95.00899995212256 88.44700008247793 94.98600002269447 88.65800004409253 88.93000003176928 88.25800001747906 91.02499992643297 86.95100005421043 90.23999999503792 90.7750000910461 87.42199995020032 89.58599994589389 81.71500003361702 87.95100010712444
94.90800005346537 90.01399989958108 93.9819998959899 89.41699991779029 95.08399998784066 89.50700010375678 95.03699997496605 87.4839999217838 84.8350000268817 84.51199989892542 85.98899998167157 84.2229998948425 86.26699998018145 87.56500010335445 86.77700008819997 89.64600007416308 88.40099992375076 86.6039999731183
95.13400000746549 91.14100007636846 92.96000005628169 89.25000010085105 96.88500008754433 87.69799990624189 94.03500004388393 87.66700004008412 86.9670000846684 86.7759999010563 87.98700007666648 87.33200003513694 89.10700007392467 85.3809999922663 84.1910001115799 85.21000005349516 88.18700011442601 86.09500002382696
92.89299993562699 82.96199994036556 90.92500009191036 88.34300008043647 91.01399991120398 86.62799988818169 90.17699997337162 85.46899996063114 85.84900006778538 90.59899990743399 82.79299990347027 89.52999998600781 85.2810000294745 87.03299992240966 84.89600004093349 84.87500006377697 88.62199997673929 87.94899989038706
88.0299999384284 83.45199994821847 90.01800001348555 84.37400001227856 90.14600000822544 85.6400000680983 91.97099993483722 84.38500009164214 85.90600002618135 86.55100003521144 86.13799998253585 89.66899994032084 89.2720001052469 87.85599994839728 86.69800006331504 83.88399999123811 90.68700008900464 88.71799996559322
91.01400009073318 86.4320000756383 90.96399998617173 85.4719999562353 92.95899996168912 86.75299996519088 91.16300006113947 86.24200008003413 90.92999990916252 85.54500003881752 85.20200008395314 85.64999999077618 85.32599990528821 88.68600006575882 90.76899992556869 85.88199996761978 91.35300009772182 84.50899997507035
90.97200002981722 86.39799996463954 90.88900003539025 90.40600003279745 91.11799992847443 88.51700010414422 93.90300000055134 89.21100007157028 88.87600010909141 89.17699996316433 86.01199996966123 85.04700011205674 85.27200009478629 88.71299995476008 86.84099996840953 89.22599993011356 84.53600004124641 89.87700011192263
88.94500000013412 88.43599997147918 90.9789999589324 89.30100000068545 94.01200010158122 88.49599996708334 95.97900007474422 92.35699999952317 89.8759999215603 91.5680000757426 88.0790000590831 85.53500006605685 87.07399990278482 87.48199995750188 90.76200005736948 82.92799992513656 89.69800003664196 88.80399997642637
93.93399994285404 87.4539999217838 93.94099990800024 88.45999995625019 92.93099998892843 88.4019998845011 95.98299990808964 91.47099998554587 86.95199998567999 85.54400009973347 86.05100001095235 85.78700003089011 84.24800001463294 86.53699989815057 83.48400007326902 87.91499994400144 84.7389999691844 85.93100004023313
93.83499989512563 83.51599997545779 95.86599995848536 92.24000002032518 94.91599994450807 90.4859999859333 96.04700006799399 89.23900002910197 89.92699996607006 85.57000004643201 86.95399993999303 88.62700008538366 87.30200003631413 86.84299988465011 94.11499995455146 88.28299997501075 87.47999989336729 86.97299998010695
88.97899993921817 89.73100001206994 93.93200002983212 84.30100010043382 92.84200002495945 89.69500011427701 85.78200006574393 87.3519999730438 87.97199996566772 86.31800001589954 87.18600003866851 88.53800003443658 83.23799992364646 83.42800004194677 84.59899991297722 90.98800008311868 85.70200011260808 86.59299995788932
95.929999992162 91.48000009654463 93.0149999408871 89.4089999037385 94.89300005786122 85.56199999313057 86.35399996699392 92.15199992690981 84.95200002452731 83.4729998884797 83.04099993039668 90.57299999558926 87.14999989721179 85.73600010821224 85.86099991753697 86.30099989846349 86.47999998748303 88.37000008891523
88.97100009590388 85.48800009769201 92.97300010722876 84.40799999265373 91.01799991120399 86.59599996550381 87.93200002776086 86.19000010319054 82.98300000944734 86.43199994061887 90.0340000899434 90.79100010949374 88.23999997618795 85.64099994187058 89.75200009582937 85.00299998088181 90.72999999323487 85.73799989822507
90.01599999535084 86.52999995467067 92.05199997495114 86.42799999070168 92.07899988679588 86.40899999187887 83.74800005333125 85.15300008513033 81.72299997474254 86.63399996432662 88.00300002658368 86.77799993151426 88.39999996182323 88.98699997493625 87.61699991942942 88.59800006049872 93.73000006499886 86.84000002932548
93.04499991042913 86.23100008764862 94.00400004066528 89.17800006073713 93.00200008234381 87.59000009134412 84.93500006142258 88.25899989446998 84.87999993433058 87.49100002399086 88.01000002658367 86.66099994909763 86.2539999344945 86.89600010868907 87.53900003804266 87.56400008812547 89.1100000847578 87.71999996040762
91.84899992957712 87.63000001402199 93.02900005188584 86.29299993653595 89.99499991685153 86.42299996463954 83.84499996957183 91.14700002071261 84.9219999908507 85.50500000192226 87.05900001056493 87.36899998505413 89.3830000680387 82.55400005842745 90.58399992266297 91.17399989566206 91.6349999679625 87.31400007760524
91.0380000025779 87.55300005766749 90.02500008672476 86.23400010201335 91.89899997730554 90.47399988459051 84.86299993433059 87.40000004479289 88.90200001654028 85.62599999517202 84.96999994398654 84.52700000113249 88.292000078395 86.58900011457503 87.72699996715784 88.17400006434322 83.16100010874868 82.28499992607534
89.99899994204938 88.70399989062548 96.047000104025 88.27599988363683 91.91299995210767 84.52399997507035 84.89499999728798 89.5289999166131 85.93799992719292 86.57799992068112 88.04299989156425 84.25299989162386 89.25099994534254 86.12200004345179 86.66199999156595 90.09500002785028 85.32700006636978 86.73600006975234
86.96599998128414 87.23300009401143 95.85299994765222 87.30599998623133 90.91900003099441 89.56499997399747 88.93400002737343 90.28600001670421 85.97800010028482 83.36900007358193 87.04199998010695 87.51399996307492 88.12399998615682 84.46400001432002 86.71299991424382 91.02999991089105 83.1059999075532 86.50799995145202
94.88400005024671 88.4600001129359 90.9240001039207 88.35499988889694 95.96600007152557 83.50499988730252 84.88700001809 90.35500001874566 88.97599990436434 88.15799993489682 87.02299996487797 86.80099994321168 86.47499997986853 89.53299998043478 85.92200008945167 85.69600009180606 90.66199995194376 86.6349999795556
89.86299990311265 85.41199997703731 89.9369999628514 89.11700005751848 90.97399995045365 85.42000003033877 86.8699999563992 86.10499990199506 85.86900010585785 87.19600002987683 91.04500004826487 87.54299997273087 88.292000078395 88.45699989533425 84.65699991180003 90.43700004802645 89.52499992100894 88.18899992728234
90.06199997894466 88.55499997673928 95.02000007073582 86.12000005868077 93.82300007465481 89.5539999883622 82.84500003087521 85.27800000984966 83.8450000000298 84.1859999961853 89.01299998812378 87.67500000201166 85.23000005349517 85.36299989767373 86.72099999038875 93.35299996106326 94.60699998320639 100.18300006204844
