250.941422594 0.037037037037
259.723125744 0.0740740740741
318.267813409 0.111111111111
441.211657505 0.148148148148
447.066126271 0.185185185185
449.01761586 0.222222222222
455.847829421 0.259259259259
471.459746132 0.333333333333
483.168683665 0.37037037037
495.853365992 0.407407407407
502.683579553 0.444444444444
503.659324348 0.481481481481
549.519329685 0.518518518519
550.495074479 0.555555555556
566.10699119 0.592592592593
599.2823142 0.62962962963
611.966996528 0.703703703704
649.045298715 0.740740740741
749.54701254 0.777777777778
762.231694867 0.814814814815
782.72233555 0.851851851852
877.369580608 0.888888888889
920.302351563 0.925925925926
937.865757862 0.962962962963
1226.68621701 1.0
