     3	99 189 4602 1017663 225.9966688874084 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream6-00001.m4s
     6	4749 4841 6536 393069 219.96026860660325 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream3-00002.m4s
     9	6649 6737 8844 610942 278.33348519362187 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream4-00003.m4s
    11	8949 9043 14394 1586737 291.411753902663 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream7-00004.m4s
    13	14418 14506 15236 184001 224.940097799511 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream7-00005.m4s
    15	15250 15612 15819 68945 121.16871704745166 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream7-00006.m4s
    19	16150 16548 17163 198090 195.54787759131293 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00007.m4s
    20	17174 17260 18063 244446 274.9673790776153 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00008.m4s
    22	18077 18404 21517 909770 264.46802325581393 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00009.m4s
    24	21534 21621 26173 1154630 248.89631386074586 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00010.m4s
    26	26198 26286 28523 582833 250.68086021505377 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00011.m4s
    31	33036 33128 44522 3571230 310.92025074003135 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00012.m4s
    32	44559 44646 54235 2297889 237.48336089293096 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream7-00013.m4s
    34	54263 54450 60474 1750133 281.7795846079536 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream7-00014.m4s
    35	60499 60858 76988 3319171 201.29607617199346 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00015.m4s
    37	77022 77894 92670 3460434 221.142254601227 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00016.m4s
    40	92704 92794 94859 643783 298.73921113689096 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00017.m4s
    42	94873 95693 98708 453021 118.12803129074315 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00018.m4s
    44	98719 98814 101403 421166 156.9172876304024 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00019.m4s
    46	101417 101507 104104 391816 145.81912914030517 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00020.m4s
    49	105112 105277 106892 412971 232.0061797752809 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00021.m4s
    51	113403 113495 115113 401596 234.8514619883041 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00022.m4s
    53	121124 121219 124402 417057 127.22910311165344 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00023.m4s
    55	128914 129027 137113 601197 73.3256494694475 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00024.m4s
    56	137127 137219 139283 466691 216.46150278293135 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00025.m4s
    60	145296 145379 147066 408260 230.65536723163842 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00026.m4s
    61	153080 153353 154986 417084 218.82686253934943 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00027.m4s
    63	160998 161085 162838 385318 209.41195652173914 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00028.m4s
    65	169349 169433 171937 504461 194.92310664605873 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00029.m4s
    67	176949 177039 178574 378961 233.20676923076923 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00030.m4s
    70	185084 185168 186706 392576 242.03205918618988 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00031.m4s
    71	193221 193310 194601 379679 275.1297101449275 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00032.m4s
    73	201113 201201 202835 404332 234.80371660859467 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00033.m4s
    75	209347 209442 211111 390135 221.16496598639455 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00034.m4s
    77	217123 217216 219601 389853 157.32566585956417 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00035.m4s
    79	225112 225204 226867 384743 219.22678062678062 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00036.m4s
    82	233379 233469 235203 394244 216.14254385964912 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00037.m4s
    83	241219 241312 243218 373702 186.94447223611806 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00038.m4s
    86	249230 249346 252875 407553 111.81152263374486 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00039.m4s
    87	257392 257492 262415 568131 113.10591280111487 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00040.m4s
    89	264927 265029 269295 596003 136.44757326007326 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00041.m4s
    91	273307 273399 276562 556793 171.05775729646697 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00042.m4s
    93	281076 281166 284451 528728 156.66014814814815 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00043.m4s
    95	288963 289049 290895 412846 213.68840579710144 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00044.m4s
    97	296906 296990 298380 363138 246.36227951153325 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00045.m4s
    99	305392 305480 308278 667820 231.3998613998614 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00046.m4s
   101	313291 313387 315474 534058 244.64406779661016 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00047.m4s
   104	320988 321081 322655 408089 244.80443911217756 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00048.m4s
   105	329170 329261 330592 481880 338.8748241912799 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00049.m4s
   107	337103 337194 338547 416324 288.3130193905817 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00050.m4s
   109	345059 345155 351289 1631241 261.8364365971108 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream9-00051.m4s
