#sz v, s, m max min
0 7589.873874813794 87.11988220156059 -19.846537722396413 3.63348280384111 -779.1716168693599
1 9877.829589710904 99.38727076296493 -24.20623542971458 3.7237364208118926 -718.2357937741098
2 6531.550256635021 80.81800700731874 -17.62696485239837 3.729411092052602 -716.5930644948019
3 6097.804993639144 78.0884434064295 -13.934567917252155 3.6570843527284334 -715.740351901442
4 5679.830787149587 75.36465210660491 -14.30006074131995 3.663700164949737 -704.5477905137697
5 4452.021698453511 66.7234718705008 -11.025528768765879 3.6481433607520564 -645.8226757997236
6 4877.052359552874 69.835895924323 -11.367801043609733 3.711022853957637 -669.3846763693152
7 5065.012084955824 71.16889829803343 -9.537880908479043 3.6781789638932496 -682.3653589006029
