   124	403384 403475 404341 201205 210.2455590386625 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00058.m4s
   127	417357 424279 425233 201875 25.631665820213307 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00059.m4s
   128	425243 425335 426091 201438 237.54481132075472 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00060.m4s
   130	432107 432203 433116 201662 199.86323092170466 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00061.m4s
   132	434629 434721 435483 201347 235.76932084309132 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00062.m4s
   134	444500 444591 447016 201809 80.21025437201908 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00063.m4s
   136	453530 453642 456737 201721 62.900218272528846 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00064.m4s
   138	462750 462837 463678 201315 216.9342672413793 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00065.m4s
   140	469194 469281 470013 201776 246.36874236874237 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00066.m4s
   142	476531 476620 477295 201244 263.4083769633508 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00067.m4s
   144	484811 484896 485801 201836 203.87474747474747 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00068.m4s
   145	485807 485907 486743 201337 215.10363247863248 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00069.m4s
   148	499764 499851 500628 201751 233.50810185185185 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00070.m4s
   150	508643 508731 509549 201346 222.23620309050773 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00071.m4s
   152	517064 517152 517960 201899 225.33370535714286 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00072.m4s
   154	524975 525061 525709 201094 273.9700272479564 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00073.m4s
   156	531222 531315 532137 201932 220.69071038251366 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00074.m4s
   158	539653 539749 541234 201315 127.33396584440227 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00075.m4s
   160	547249 547345 548030 201772 258.3508322663252 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00076.m4s
   162	556546 556640 557377 201356 242.30565583634177 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00077.m4s
   164	563390 563487 564547 201637 174.27571305099394 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00078.m4s
   166	572562 572678 574879 201342 86.89771255934397 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00079.m4s
   167	574887 574993 577144 201746 89.38679663269828 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00080.m4s
   170	590162 590258 591313 201838 175.35881841876628 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00081.m4s
   172	596827 596920 598149 201376 152.3267776096823 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00082.m4s
   174	604665 604763 605884 201728 165.4864643150123 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00083.m4s
   175	605892 605997 607361 201254 137.000680735194 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00084.m4s
   178	619880 619969 620677 201969 253.41154328732748 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00085.m4s
   180	628192 628276 629025 201183 241.51620648259305 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00086.m4s
   182	635541 635633 636498 201821 210.88923719958203 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00087.m4s
   184	643512 643601 644542 201289 195.426213592233 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00088.m4s
   186	650556 650649 651331 201934 260.56 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00089.m4s
   188	658848 658935 659505 201118 306.1156773211568 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00090.m4s
   190	667019 667106 667874 201868 236.1029239766082 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00091.m4s
   191	667882 667977 668725 201148 238.60972716488732 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00092.m4s
   194	682745 682833 683424 202103 297.6480117820324 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00093.m4s
   196	690939 691034 691875 201014 214.758547008547 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00094.m4s
   197	691882 691968 692782 202009 224.45444444444445 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00095.m4s
   200	707305 707400 708064 201650 265.67852437417656 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00096.m4s
   202	716579 716679 717556 201383 206.1238485158649 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00097.m4s
   204	722568 722656 723425 201828 235.50525087514586 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00098.m4s
   206	733443 733528 734337 201112 224.95749440715883 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00099.m4s
   208	739849 739943 740819 201886 208.1298969072165 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00100.m4s
   209	740826 740924 741811 201202 204.26598984771573 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00101.m4s
   212	755330 755423 756359 201836 196.14771622934887 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00102.m4s
   214	764874 764966 767813 201303 68.49370534195305 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00103.m4s
   215	767819 767947 770673 201855 70.7270497547302 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00104.m4s
   218	779191 779278 780010 201181 245.64224664224665 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00105.m4s
   220	787526 787618 788416 201950 226.91011235955057 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00106.m4s
   222	795433 795520 796205 201138 260.54145077720204 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00107.m4s
   224	803719 803809 804746 202097 196.78383641674782 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00108.m4s
   225	804752 804842 805743 201058 202.88395560040362 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00109.m4s
   228	819262 819350 820151 201778 226.9718785151856 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00110.m4s
   230	827166 827253 828128 201425 209.38149688149687 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00111.m4s
   232	836645 836736 837595 201731 212.34842105263158 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00112.m4s
   234	845113 845198 845874 201943 265.365308804205 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00113.m4s
   235	845881 845970 846711 201124 242.31807228915662 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00114.m4s
   238	859233 859319 860731 201785 134.70293724966623 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00115.m4s
   240	867746 867833 868543 201246 252.50439146800502 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00116.m4s
   242	876559 876651 877386 201836 244.05804111245465 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00117.m4s
   244	883399 883484 884551 201367 174.79774305555554 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00118.m4s
   246	893068 893163 895322 201874 89.5625554569654 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00119.m4s
   248	900837 900941 902594 201467 114.66533864541833 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00120.m4s
   250	909108 909196 910118 201533 199.53762376237623 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00121.m4s
   252	916131 916224 917448 201277 152.8299164768413 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00122.m4s
   254	923962 924072 925308 201896 149.9970282317979 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00123.m4s
   256	931324 931419 932156 201127 241.73918269230768 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00124.m4s
   258	938673 938781 939784 201810 181.64716471647165 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00125.m4s
   259	939792 939879 940539 201252 269.4136546184739 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00126.m4s
   262	957061 957151 957843 201991 258.3005115089514 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00127.m4s
   263	957850 957939 958603 201804 268.0 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00128.m4s
   266	972124 972208 972801 201129 297.08862629246676 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00129.m4s
   267	972807 972896 973435 202004 321.6624203821656 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00130.m4s
   270	988457 988545 989301 201119 238.29265402843603 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00131.m4s
   272	995814 995902 996535 201882 280.002773925104 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00132.m4s
   274	1004053 1004139 1004992 201340 214.419595314164 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00133.m4s
   276	1013007 1013094 1013904 201760 224.92753623188406 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00134.m4s
   278	1019417 1019502 1020123 201269 285.0835694050991 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00135.m4s
   280	1028141 1028228 1029379 201854 163.04846526655896 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00136.m4s
   282	1038395 1038488 1039171 201122 259.17783505154637 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00137.m4s
   284	1046188 1046276 1047002 201968 248.11793611793613 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00138.m4s
   286	1053016 1053103 1053605 201210 341.61290322580646 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00139.m4s
   288	1061621 1061707 1062669 201837 192.5925572519084 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00140.m4s
   290	1070684 1070772 1071769 201161 185.40184331797235 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00141.m4s
   291	1071776 1071876 1072805 201844 196.15549076773567 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00142.m4s
   295	1099827 1108695 1116648 201474 11.97752808988764 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00143.m4s
   299	1116654 1119044 1119815 201965 63.892755457133816 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00144.m4s
   300	1119829 1119922 1120595 201477 263.0248041775457 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00145.m4s
   301	1120600 1120696 1121617 201251 197.88692232055064 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00146.m4s
   303	1121622 1121713 1122653 201837 195.7681862269641 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00147.m4s
   304	1125165 1125258 1126146 201526 205.42915392456678 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00148.m4s
   306	1131158 1131243 1132019 201675 234.2334494773519 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00149.m4s
   308	1138533 1138619 1139454 201418 218.69489685124864 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00150.m4s
   310	1146969 1147060 1147966 201800 202.40722166499498 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00151.m4s
   312	1154482 1154565 1155324 201170 238.91923990498813 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00152.m4s
   314	1162841 1162931 1163772 201802 216.75832438238453 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00153.m4s
   315	1163781 1163867 1164607 201123 243.49031476997578 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00154.m4s
   318	1179626 1179725 1181211 201953 127.41514195583596 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00155.m4s
   320	1187225 1187315 1188003 201135 258.52827763496146 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00156.m4s
   322	1195018 1195107 1195986 201942 208.61776859504133 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00157.m4s
   324	1203505 1203591 1204661 201398 174.219723183391 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00158.m4s
   326	1215179 1215271 1217381 201648 91.57493188010899 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00159.m4s
   328	1222393 1222480 1224076 201944 119.99049316696376 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00160.m4s
   330	1229590 1229677 1230647 201243 190.39072847682118 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00161.m4s
   332	1235661 1235754 1236839 201836 171.33786078098473 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00162.m4s
   333	1236845 1236938 1238164 201164 152.51250947687643 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00163.m4s
   336	1251683 1251770 1252504 201802 245.80024360535933 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00164.m4s
   338	1261019 1261106 1261922 201301 222.92469545957917 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00165.m4s
   340	1267935 1268026 1268781 202038 238.81560283687944 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00166.m4s
   341	1268787 1268881 1269635 201027 237.06014150943398 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00167.m4s
   344	1285659 1285754 1286459 201890 252.3625 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00168.m4s
   346	1292975 1293061 1293671 201251 289.1537356321839 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00169.m4s
   348	1299685 1299774 1300394 201768 284.58110014104375 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00170.m4s
   350	1309412 1309494 1310252 201348 239.7 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00171.m4s
   352	1315268 1315356 1316011 201686 271.44818304172276 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00172.m4s
   354	1324028 1324116 1324964 201312 215.07692307692307 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00173.m4s
   356	1334481 1334573 1335384 201978 223.67441860465115 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00174.m4s
   358	1341399 1341486 1342108 201050 283.56840620592385 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00175.m4s
   360	1348126 1348210 1349327 202029 168.2173189009159 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00176.m4s
   362	1357342 1357433 1358354 201669 199.27766798418972 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00177.m4s
   364	1363370 1363460 1364323 201225 211.14900314795383 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00178.m4s
   366	1371837 1371927 1372475 202055 316.70062695924764 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00179.m4s
   368	1379990 1380081 1380950 201033 209.409375 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00180.m4s
   371	1393465 1408363 1419100 202105 7.883947727716013 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00181.m4s
   373	1419105 1419558 1420638 201119 131.19308545335943 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00182.m4s
   375	1426155 1433641 1453915 201700 7.265850144092219 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00183.m4s
   378	1453922 1457992 1471684 201479 11.343260894043464 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00184.m4s
   382	1471690 1476865 1478247 201639 30.75171572365411 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00185.m4s
   384	1478254 1478611 1479644 201302 144.82158273381296 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00186.m4s
   385	1479650 1480503 1481773 201940 95.1201130475742 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00187.m4s
   386	1481780 1482494 1484229 201067 82.10167415271539 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00188.m4s
   387	1484236 1485385 1487838 201836 56.03442531926707 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00189.m4s
   389	1493851 1500946 1502593 201252 23.02127659574468 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00190.m4s
   391	1502598 1502702 1503501 201929 223.6201550387597 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00191.m4s
   393	1509511 1511731 1512489 201743 67.74445936870383 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00192.m4s
   395	1512496 1512602 1513514 201274 197.71512770137525 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00193.m4s
   397	1524028 1533390 1537042 201834 15.508990318118949 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00194.m4s
   399	1537048 1537878 1541184 201426 48.70067698259188 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00195.m4s
   401	1545194 1548824 1549699 201777 44.78956714761376 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00196.m4s
   403	1549706 1549813 1550794 201217 184.9420955882353 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00197.m4s
   405	1568812 1572316 1573011 201925 48.088830673969994 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00198.m4s
   407	1573018 1573119 1573740 201062 278.4792243767313 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00199.m4s
   409	1583755 1590341 1603126 201861 10.420783645655877 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00200.m4s
   412	1603133 1609628 1622752 201330 10.261990927162445 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00201.m4s
   415	1622760 1623103 1626514 201733 53.738145977623866 http://100.64.0.1:7896/dash/0b4SVyP0IqI/media/chunk-stream0-00202.m4s
